"Time Range: 12:27:29 to 12:28:03, Duration 34.0 
 Start Row 2977, End Row 3113 
 Start Time 744.0, End Time 778.0"
Kurtosis Values:
0.39193589037161614,0.41613572954921896,1.314282169367976,0.6328219105589636,-0.13697823523086017,-0.4326214154725916,-0.17169813181329951,-0.34129582145984827,0.33815797906497647,-0.8336506203427811,-0.5040846708347972,-0.6835926686398359,-0.693595165486323,-0.11793057101670268,-0.19931857405251785,-1.208695250839396,-0.013640321893443552,-0.6156357964660755,-0.4254862216465667,-0.7571856372309029,-0.19202088802726403,-0.24464601140736342,-0.6204523990650586,-1.1085725771697723,-0.17503400070662645,-0.6478650976333742,-0.29396904967265636,-0.10617934415620267,-0.4633265474390891,-0.8316804132751692,-0.5590174509906269,-0.8773539259898824,0.26944404003935674,-0.8499431972371374,-0.6408870367196555,-1.2681762263116887,-1.2392159495119996,-0.9296511536886642,-0.7426467664728396,0.748446803941651
"Size of kurtosis values: (1, 40)"

"Time Range: 12:28:03 to 12:28:33, Duration 30.0 
 Start Row 3114, End Row 3234 
 Start Time 778.25, End Time 808.25"
Kurtosis Values:
-0.5509554236927037,-0.6121403676761608,-1.4312898539688315,1.1017511384029461,-0.8632514765417922,-0.5219180839889521,-0.9219353351296187,-0.5578652138642886,-0.8134208868712469,-0.17809692890710105,-0.5884851276453897,-1.2648909001783717,4.086704917969181,4.474135457505329,-0.3671325580654963,0.1434362373336997,-0.9246291501077275,-0.9997295583252277,-1.5916289397030363,0.9758833371265663,-0.7806332055743086,0.9986138799750721,1.789283598368681,-0.6465862227907602,-0.7921405380669273,0.7507896621776329,4.743645614990278,2.9095556615954568,0.5391654789487577,0.7270635903986133,-1.10331531042156,-1.0170106005550754,5.18293698650756,3.2190951371560192,-0.4973606123005325,-0.1312890317921216,0.13035746147131366,0.27660638515362646,0.25230863918113355,3.84730620877085
"Size of kurtosis values: (1, 40)"

"Time Range: 12:28:34 to 12:29:03, Duration 29.0 
 Start Row 3235, End Row 3351 
 Start Time 808.5, End Time 837.5"
Kurtosis Values:
-0.7514629216185194,-1.0170953737835675,0.5673627248317343,-0.39124979971434604,-0.59730196255222,-0.7963738627833647,-0.7132450126889287,-0.5762018538185201,0.3447078002046946,-1.0463501323745845,0.42352980109483385,-0.8369066073624198,-0.23753971496792303,-0.008620813054409648,-0.7865873498327942,-0.3441401503046482,-0.09268373389502305,-0.7743029519869555,-1.3880500452806608,-1.0480870601072703,-0.4776875569971595,-0.036449665037245005,-1.2251472837741617,-0.9343537009389982,-0.9838326591935016,-0.6095628195049336,-1.2338295186343777,-0.995621188167128,-1.1137099118590306,-1.3897303635900236,-1.369165809422185,-0.6987089590144198,-0.9974690863099438,0.20410282992587625,-0.9056985051110589,-0.2592192517802423,-0.6336045809644992,-1.3618468177605312,0.11233328217142091,-0.9590971184155945
"Size of kurtosis values: (1, 40)"

"Time Range: 12:29:03 to 12:29:39, Duration 36.0 
 Start Row 3352, End Row 3496 
 Start Time 837.75, End Time 873.75"
Kurtosis Values:
-1.118023329243351,-0.873315881720425,-1.335561194783922,-1.0060080270839833,-0.14991359559123074,-0.6958369261161637,0.4923402060897706,-0.4531472464788595,-1.1152796400603848,-1.1093938771987937,0.9743803680295078,-0.36984454800755406,-0.9285299313557034,-1.3051447590503136,-0.872042358366012,-1.0363121168933946,-0.9301820826992508,-0.8548585201926318,-1.3373791124741505,-0.9285628173654317,-0.2700006136141746,0.08044360165453046,-1.056811713525299,-0.7819564314375986,-0.5084583433835905,-0.9067998368515258,-1.5237089865224065,-0.8985485256847081,-0.8892169410683133,-0.09220808515157497,-1.299672473342488,-1.451028478480162,-0.9116911776453414,-0.30934352714149416,0.7561056186922523,-1.0072375898028048,-1.307671453627838,-1.4293664351239723,-1.045670602655151,-0.37305038339089425
"Size of kurtosis values: (1, 40)"

"Time Range: 12:29:39 to 12:30:09, Duration 30.0 
 Start Row 3497, End Row 3617 
 Start Time 874.0, End Time 904.0"
Kurtosis Values:
-0.8443953610313173,-1.0167180392771424,-1.108277696417139,-1.1135450071177482,-0.38366300829215616,-1.2015901432513771,-0.3590353820354646,-0.8708618741279874,-0.7787945865949766,-1.1178824931463234,-0.8941714510665157,-0.7351407175468827,0.020090398618297645,-0.8235323931693426,-0.9183525031142965,-0.7070912788231065,-1.0103897363249605,-0.32012944096050067,-0.8743128504805409,-0.7547751348792611,-0.6872836983826454,-0.47813938981858506,-1.016942195107662,-0.9590220721503275,-0.3947660670625064,-0.6387098654582455,-0.9392534953454077,0.6431895545557893,0.7663887725259553,0.8299751153022576,-0.4814046976302788,-0.43043809992128335,-0.8286011157765447,-0.08618460566724373,0.04558038068713577,-1.1489169618267143,-0.8724228052115999,-0.5685865545362732,0.45695379890493726,-1.2350758826285553
"Size of kurtosis values: (1, 40)"

"Time Range: 12:30:09 to 12:30:29, Duration 20.0 
 Start Row 3618, End Row 3698 
 Start Time 904.25, End Time 924.25"
Kurtosis Values:
1.1628573107843847,0.5771965326625654,-0.8299358554530123,-0.7375417788361052,-0.8015253458060592,-0.9704311378819503,-0.8052945629719344,-1.0569056592903627,-0.3118721772489681,0.22800704820545814,-0.4267576483660438,-0.6692158348293065,-1.351558382673332,-1.405217016239448,-0.8716802244934043,-1.0504289905142885,-0.543852856231974,-0.07957986303967512,0.12340036296596635,-1.1439665203375753,-0.758298497413123,-0.7872302403792539,-0.8395444828173395,0.3081464217380754,-1.134760194707408,-1.1341563789553197,-1.2384252323213611,-1.2074758836492452,-0.18352238711205038,-0.9310420013743479,-0.7866425864439446,-0.5079741596465399,-0.34094247482817064,-0.5461084009043096,-1.106835016598412,-0.9283469684666916,-0.9949781790923709,-1.1364179092642375,-0.7722368064200418,0.5934967636462525
"Size of kurtosis values: (1, 40)"

"Time Range: 12:30:29 to 12:31:01, Duration 32.0 
 Start Row 3699, End Row 3827 
 Start Time 924.5, End Time 956.5"
Kurtosis Values:
-1.277282281388734,-1.4941016927894708,1.4522681089019898,-0.1804156284206586,-0.9968992099436589,-0.12693425463197938,-1.0932535572569912,-0.2648701739794239,-0.6822743524247525,1.1777352332068016,-0.2003227174266109,-0.8695802530012982,-1.1322976263461364,-0.8277520941379759,-0.09255644851243217,-1.353809794621235,1.361293586361862,-1.6679470053140177,0.273307235866433,-1.5079187337047135,-0.1839124584901688,-1.1193898093007786,-0.721543392805498,-1.5903249669525967,-0.8314319071872251,-1.5752386577007125,-0.9715747460326813,-0.7569545429583355,0.44540901980982595,1.464924601327362,-0.7986009811566808,-0.6287907096501275,-1.0767416019865883,-0.28484924164683356,-1.3240164234224074,1.5124315702351243,-0.4617262676366307,-1.2081447211321368,0.4676006848392089,-1.1229640140296873
"Size of kurtosis values: (1, 40)"

"Time Range: 12:31:01 to 12:31:33, Duration 32.0 
 Start Row 3828, End Row 3956 
 Start Time 956.75, End Time 988.75"
Kurtosis Values:
-0.8647870230494665,-1.3675024824809048,0.8741002597374568,-1.4275355153064573,-0.6171224999945206,-0.22675973716964304,-0.5775633648289613,0.05873207760244492,-1.460213360789654,-0.38804783998902526,-0.6920219227852149,-0.86169809935534,-0.9002754331347504,-0.6820363788099515,-0.8508462065638822,-0.6312597939267732,-1.2757486479551974,-0.6844174045825424,-0.24262399704619453,-1.6719041763864175,-0.4086016871029532,-0.0792225310662622,-0.7340257926053182,-0.3811704896756951,0.9640520180947565,-0.46485895726932513,-0.7610074933180067,-1.1720486146286762,0.9340321987816624,0.9211404501349736,-1.0593778759970525,-0.7975552602677789,-0.17053938495621646,-1.3841739026186086,0.5277359264754953,-1.4980361723015445,0.17898478856602607,-0.8004299393897627,-0.7968474357888455,-1.1831575000523327
"Size of kurtosis values: (1, 40)"

"Time Range: 12:31:33 to 12:32:02, Duration 29.0 
 Start Row 3957, End Row 4073 
 Start Time 989.0, End Time 1018.0"
Kurtosis Values:
-0.2958691650569052,-0.27601901393902484,2.746183640912239,10.039157178429278,0.0790593787363294,1.726413588061111,0.3018988635759472,0.317589122928966,-1.433382106454681,-1.1887211217602187,0.3848593951419108,0.16615865819358167,6.567237007566455,6.19174761314779,-1.219540436340525,-1.6292138108170835,-0.38399363623896665,0.29117974109867006,1.395975077063433,0.24530896320350148,-0.8021733579607986,-1.5511747991313125,-0.8245390670092045,-1.5940537989980592,-0.34508365513383366,-1.1677078596719674,0.8227436892224467,-0.6071993182492017,6.830495087358663,6.142616854864505,-0.9447823131147794,-0.648725824961089,4.722285743598086,3.6847959307698854,-1.2089489183957716,-1.2100421406987019,3.5405579462712096,1.888829892328027,4.594357698921753,-1.3164177453137396
"Size of kurtosis values: (1, 40)"

"Time Range: 12:32:02 to 12:32:29, Duration 27.0 
 Start Row 4074, End Row 4182 
 Start Time 1018.25, End Time 1045.25"
Kurtosis Values:
