"Time Range: 15:50:23 to 15:50:53, Duration 30.0 
 Start Row 2413, End Row 2533 
 Start Time 603.0, End Time 633.0"
Kurtosis Values:
-0.6850501248752527,-0.43044779909797537,0.31002636804204364,1.9492480317759053,-0.8079746266673853,0.856333084722277,-1.498772054121748,-1.50048589001867,-0.94440460838663,-0.8669863984505923,-1.4884978637310147,-1.4927332316396322,-0.513049174678391,0.3291574020738506,-0.44439128039224807,-0.8001851413653571,-1.1911956198031963,-0.7971825405299553,-0.5537681807915367,-0.8639849228141316,-1.4654029377110311,-1.4734449142225456,-0.4327057378384671,0.19592278915865702,-1.1988171549418236,-1.2401053377345868,0.3842856678578572,0.26955054716979054,1.516753257981586,0.8385390161061004,-1.2734142695662583,-1.1662027489843687,-1.0450342384951896,2.608586203421676,-0.501098657921097,-0.5658587666409565,0.04351843710279768,-0.7850529762269023,2.0124768237750494,1.560418037964622
"Size of kurtosis values: (1, 40)"

"Time Range: 15:50:53 to 15:51:34, Duration 41.0 
 Start Row 2534, End Row 2698 
 Start Time 633.25, End Time 674.25"
Kurtosis Values:
2.2133911271590723,-0.2005157153585415,-0.4756309542043544,-0.04318089145270587,0.2366645743161535,0.014292034387487274,-1.386036577057677,-1.3781414453975704,0.7536370588304884,-0.511672644699475,-1.3853209297755071,-1.2909005734179908,-0.509240662284852,0.39266206156876216,-0.03988039925067666,0.5682563833641749,-0.8411250111864126,-0.28150588317438174,-0.425820498562687,0.6772441328076306,-1.367979179537034,-1.348097159431559,-0.595307516870069,-0.3150143980018698,0.40405527550996245,-0.8842020568295852,-0.13929141745345142,-0.8203411999542141,0.09493113395898067,-0.39297175159737385,-0.9548835394123136,-0.5626771064871661,-0.5817146416423258,-0.8830120700106114,1.153279954671933,-0.2815221536234267,0.021285835491632543,0.4754748897051293,-0.4248061182858436,0.3427492634036966
"Size of kurtosis values: (1, 40)"

"Time Range: 15:51:34 to 15:51:54, Duration 20.0 
 Start Row 2699, End Row 2779 
 Start Time 674.5, End Time 694.5"
Kurtosis Values:
-0.8394047704816279,-0.8731106112717057,-0.9919334627194494,-0.7234748451313369,1.1873970144988828,0.5017723577223077,-1.5088099560486463,-1.5114242457663112,-1.0663946398594828,0.20132376715575262,-1.4896946722612394,-1.5171576908233353,-0.2066673002940611,0.3682779880728213,-0.8553768310844925,0.31327753001246617,-1.2486907640879008,-0.14057203779317895,-0.6468806562578653,-0.13110655403712412,-1.5070715704434388,-1.521720042026926,0.3918834969778371,0.8987391719111604,-1.2134024600087963,-1.2269130403107196,-1.093816512875763,-1.306405154071416,-1.167100600671112,-0.9194631463219727,-1.2486161429928735,-0.7240065272123477,0.7104287131535667,-0.6589713070071035,-0.890750199477738,-0.505714496817089,-0.6873269835794993,-0.7702641696992609,-0.8731983115805635,-0.40608181016995815
"Size of kurtosis values: (1, 40)"

"Time Range: 15:51:54 to 15:52:33, Duration 39.0 
 Start Row 2780, End Row 2936 
 Start Time 694.75, End Time 733.75"
Kurtosis Values:
-0.8730187834849099,-0.2735516627564065,0.5553889651044308,-0.07649538193315353,-0.5144687738710552,0.04636837442328012,-1.459976832933962,-1.479691951925615,0.05836838994673865,-0.3757844513272257,-1.443447874565996,-1.463280642774132,-0.3203788681917601,-0.42163854996460515,-0.9039454562388576,0.42743999265017285,-0.9102788196791427,-0.08531628708975747,0.29016630877009586,0.4856740760682592,-1.4288489780725173,-1.4589956315706492,0.12238395993780005,0.5088924760877145,-0.9763971152603297,-0.73883731351353,-0.3423318439397596,-0.8276177460314642,-0.596148938703446,-0.8775302195907888,-1.1325576139225635,-0.995022580592483,0.41635072573461107,1.2431890644722898,-0.5938641191303309,0.044569000176795104,-0.19263287084645153,1.1182875374336678,-0.3445720888668342,0.18946519071181234
"Size of kurtosis values: (1, 40)"

"Time Range: 15:52:33 to 15:52:55, Duration 22.0 
 Start Row 2937, End Row 3025 
 Start Time 734.0, End Time 756.0"
Kurtosis Values:
-0.7615316087542778,1.6906759332387793,-1.0912164495137542,-0.595058977875643,-0.5241384000721503,-0.3911594115508277,-0.21764642869473905,-0.21150821362417105,-1.0143363585418876,-0.6538423031023499,-0.22307937748789364,-0.31245096635954006,0.7057859432887641,0.18440391386407962,-0.6958582659734818,-0.20525649153954983,-0.9251342952682546,-0.28359281305591155,-0.8694973677393198,-0.1243900661573405,-0.17765439865800037,-0.2377058947491979,0.050303992002853626,-0.9595952335096101,1.629205554036023,-0.6798081859076373,-0.5680145009363429,0.8080255673325412,-0.5667892453746086,0.40637096926484917,-0.19004733211628722,-0.8979462995414904,-0.44958067379297884,-0.6944482638025962,-0.7022524566448656,-0.17353781031538373,-1.1268507124756066,-0.7031274245293684,-0.723955546590513,-0.7123728788809047
"Size of kurtosis values: (1, 40)"

"Time Range: 15:52:55 to 15:53:23, Duration 28.0 
 Start Row 3026, End Row 3138 
 Start Time 756.25, End Time 784.25"
Kurtosis Values:
