"Time Range: 12:27:29 to 12:28:03, Duration 34.0 
 Start Row 2977, End Row 3113 
 Start Time 744.0, End Time 778.0"
Mean Values:
-0.000598175395891113,0.0008081991223851249,-0.015945859927155793,-0.026329398773305146,0.0027864094633138444,0.0011890011440985834,0.0037398591262210127,0.0007046169305350395,0.004853650373725745,0.0025082071500664403,-0.08125171521266111,-0.012683464924818606,-0.0005633079125699384,0.0007268969267981294,0.017218153990876478,0.02533421288686222,-0.00016730464185554778,0.0002986771741009951,-0.0010575462287869659,-0.0016510890951772705,-0.046078762077180986,-0.04636591846801217,-0.002304467037633528,-0.002824400442795316,-0.000720137791924535,-0.000645314718466514,-0.004627026948387748,-0.009995064229009075,0.16579207503445983,0.016487216963765174,-0.0005458616033629088,-0.0001627738957817949,0.020634791247955107,-0.008271473941363005,-6.020346760614876e-05,0.0006628346294928108,-0.01865201721946868,-0.008341174721926014,0.006941601944790031,0.02374140950855788
"Size of mean_values: (1, 40)"

"Time Range: 12:28:03 to 12:28:33, Duration 30.0 
 Start Row 3114, End Row 3234 
 Start Time 778.25, End Time 808.25"
Mean Values:
-0.004397029377056762,-0.0026491654173556646,-0.010067864304641065,-0.016972104106070654,0.0036701602827978264,0.0017254929403894162,0.0027945176502952233,0.0006314857377526914,0.001771792466849738,0.0005027976978159679,-0.09069192235616692,-0.010713260058436614,-0.003506274622269253,-0.003208548265894045,0.01678247643988102,0.024500219776982975,-0.0003544974970567932,5.606672249707933e-05,-0.0001599939404153262,0.00018307624505411747,-0.05040647224172885,-0.053625035890753354,-0.002325652110215718,-0.0027906269674138036,-0.0006230960336028065,-0.00041626974850137344,-0.004487836479558118,-0.009367650327862742,0.1646395815192398,0.010233931170207659,-8.291651246105065e-05,-2.8070016118019633e-05,0.0205944689528702,-0.01220842614369065,-0.00012570185173952343,0.000238841896127464,-0.017435279380290342,-0.00483172687695342,0.005431382571456082,0.023220765074531413
"Size of mean_values: (1, 40)"

"Time Range: 12:28:34 to 12:29:03, Duration 29.0 
 Start Row 3235, End Row 3351 
 Start Time 808.5, End Time 837.5"
Mean Values:
-0.004544793098913314,-0.002709417509481075,-0.007488694400985448,-0.014933451481051324,0.003392516318707203,0.001681708261382909,0.001975944742350385,-0.0002383940100925195,0.003507977811893358,0.0027202751332452593,-0.08957019031183693,-0.017158521820669213,-0.004775989492468988,-0.005348977870067324,0.011941695388396865,0.019296347817068304,0.0005391719830532174,0.0007254726319288296,-0.0002509542763436046,-0.0008428415411339948,-0.052476199899982034,-0.053870452337525354,-0.0022435397012462045,-0.002790797270196742,-0.0007117968311938582,-0.000674392985389052,-0.004494833520148022,-0.011145458437794938,0.16511436318980927,0.009030543784123725,0.00013394802675167333,-0.00024052158500018292,0.02129140651365582,-0.011515567471586283,0.00010643277681170768,-9.824160347353226e-05,-0.019106500597483988,-0.01241969783425187,0.0059464243322349996,0.02206420212474108
"Size of mean_values: (1, 40)"

"Time Range: 12:29:03 to 12:29:39, Duration 36.0 
 Start Row 3352, End Row 3496 
 Start Time 837.75, End Time 873.75"
Mean Values:
-0.004231898807203109,-0.0021225114710664707,-0.008166220612728979,-0.01493472240421878,0.0036167960454318764,0.0016139981190202593,0.0007237442237734804,-0.0009439088555542508,0.002816976958570817,0.002000157890091299,-0.08734810109128298,-0.02379002928103721,-0.0058282381962401954,-0.006338216528339861,0.008299112414161387,0.015239110847339771,0.00022423877881263236,0.0003556349882598765,-0.0005912031469992456,-0.000821190770968945,-0.054849139784118824,-0.06073450383301023,-0.0022603803888943974,-0.0032932828374026596,-0.0007880829971317416,-0.0007403222686544544,-0.004913630778523765,-0.011609531476113037,0.1647301115067174,0.011089602726734024,0.000193836663645811,0.0001194210917949893,0.021140364704434252,-0.00980327752095412,3.5645739214048936e-05,0.00021679769813919627,-0.020727220196291838,-0.014382347596586924,0.0055599061421776255,0.021971349723638664
"Size of mean_values: (1, 40)"

"Time Range: 12:29:39 to 12:30:09, Duration 30.0 
 Start Row 3497, End Row 3617 
 Start Time 874.0, End Time 904.0"
Mean Values:
-0.006618983442559471,-0.004291352773604643,-0.003530591434581019,-0.009080063462797522,0.0034618737258348643,0.001145003748140327,0.001659350778033299,-0.0011731121267863568,3.987237259508956e-05,0.0002083935319127693,-0.08826261692764414,-0.01740251178038093,-0.00674429155430783,-0.006055839614552632,0.00953027704645274,0.017696429493039272,-0.00016264270550560723,0.00035065610766734024,2.7383972600614245e-05,1.4521464254213093e-05,-0.057266903249107964,-0.06333639662997008,-0.0023927540116246327,-0.003048074629538584,-0.0008165482155379867,-0.0007791587431817372,-0.004645669847722422,-0.011826875554794943,0.16120713275446852,0.005742819118324205,0.00020310410190009084,0.00013339457755002417,0.020873960778025516,-0.01172005052320586,0.00012448752149679895,1.3398336030547198e-05,-0.01804386729295037,-0.008502238295920905,0.005583509399632543,0.021772882928129806
"Size of mean_values: (1, 40)"

"Time Range: 12:30:09 to 12:30:29, Duration 20.0 
 Start Row 3618, End Row 3698 
 Start Time 904.25, End Time 924.25"
Mean Values:
-0.00562372776286172,-0.004986638220968475,-0.00211750203752518,-0.007255918581781518,0.003270799623438168,0.001144547415335632,0.00292336416070159,4.8434297008822244e-05,0.0011035050031217154,0.0008039809640083294,-0.08490078426206811,-0.012064126590565705,-0.003707815328671197,-0.003867617988971825,0.01165280543270473,0.019445716328008036,0.00028199634341884524,0.0005049001914743896,-6.877121873972927e-05,0.0004213180964672661,-0.054109807551940566,-0.060891825560353524,-0.0021085941657074773,-0.002971447567238128,-0.000743698814092732,-0.0006572060932182407,-0.004509077706908196,-0.010001269691624477,0.1647037264786316,0.012990108437346477,0.0004642252932473246,0.0005246804293207905,0.021183849970520013,-0.009761876162966225,0.00012000060303658593,0.0005307433506908604,-0.019290160662186466,-0.006114241191215415,0.005074585091272133,0.02232398306775786
"Size of mean_values: (1, 40)"

"Time Range: 12:30:29 to 12:31:01, Duration 32.0 
 Start Row 3699, End Row 3827 
 Start Time 924.5, End Time 956.5"
Mean Values:
-0.004190278970425425,-0.002673093333582515,-0.0008342725334120276,-0.004313368606683656,0.004192051060395755,0.001458881554048994,0.006163100414684408,0.0015614775428513447,0.0034437561217741976,0.0016875994706102156,-0.08111278937857445,-0.007319116427124914,-0.004465190438770482,-0.0031864891266572292,0.012803022828500042,0.022289423981071893,0.0009905317928901511,0.00214082476475651,2.8512327526533402e-05,0.0005470307160060715,-0.05208627201647452,-0.05454648055479519,-0.0021553683608023983,-0.0023956134666643604,-0.000762452445961641,-0.0005673723797987084,-0.004120307834775435,-0.009039212913276055,0.1659409549251192,0.01579332227648299,0.00017851716168821072,0.0008019682806008929,0.021049507939117983,-0.010197744976940553,9.229443114037165e-05,0.0005874136397405638,-0.017332567639436823,-0.0024109037228633805,0.005031874170327679,0.022293624212538055
"Size of mean_values: (1, 40)"

"Time Range: 12:31:01 to 12:31:33, Duration 32.0 
 Start Row 3828, End Row 3956 
 Start Time 956.75, End Time 988.75"
Mean Values:
-0.005343606530285851,-0.004482422313455555,-0.001386126533250646,-0.0039655937244989685,0.003427277244946165,0.001754004741335835,0.003944501550101508,0.0013420578208055405,0.002560776741430289,0.002140515540468874,-0.07967578364037975,-0.014145664349915477,-0.004375150384550793,-0.0021332977917736104,0.00836383702967712,0.014186869404616765,0.001207979634630346,0.0011875775648151233,-0.0002863074425179859,-0.00031832449992209345,-0.053456761784356634,-0.056927132902709315,-0.0021302706598147676,-0.003134521626292276,-0.0007781084702486866,-0.000716029722923579,-0.004816231294489789,-0.011060655209243618,0.1664006244115642,0.017458387686090093,0.00022859772735660104,0.0002850306651044014,0.021054090162346918,-0.01073297901494817,7.665456898301365e-05,0.00028805288418782697,-0.019788230516910723,-0.008718787653390497,0.004575164354491461,0.020837385883777378
"Size of mean_values: (1, 40)"

"Time Range: 12:31:33 to 12:32:02, Duration 29.0 
 Start Row 3957, End Row 4073 
 Start Time 989.0, End Time 1018.0"
Mean Values:
-0.008610511391791297,-0.0062698533525937595,-0.001101190585194267,-0.0007260666184025516,0.0031777546986271497,0.0012505921269683987,0.004699365970625603,0.0013597043387823865,0.003841511290900035,0.0032932384803399445,-0.07275524825969017,-0.012336416071674034,0.0034435647696925316,0.0036280327740417038,0.007397506642427997,0.01593390580788327,0.001338673550506567,0.0013587463682418531,-0.0008236804884353703,-0.0012212978696587013,-0.050223938858227624,-0.052610679077426996,-0.002189087723728274,-0.0029750168568397715,-0.0006392894779015785,-0.00037267565029518884,-0.004273010857504394,-0.010594855318062892,0.18032225883510122,0.03498671238123873,0.0002915191083222818,0.00041422704810771055,0.020846467244774326,-0.010191849622156723,0.0004071283526040248,0.0008850250177594986,-0.023035454844853503,-0.020816808098763205,0.0035038767414007953,0.01869673270816759
"Size of mean_values: (1, 40)"

"Time Range: 12:32:02 to 12:32:29, Duration 27.0 
 Start Row 4074, End Row 4182 
 Start Time 1018.25, End Time 1045.25"
Mean Values:
