"Time Range: 15:50:23 to 15:50:53, Duration 30.0 
 Start Row 2413, End Row 2533 
 Start Time 603.0, End Time 633.0"
Mean Values:
0.0020638082763272,-0.0004920722651087713,0.0011484411143970062,0.0022627360530726925,-0.012482624008200903,-0.006948422532440124,-0.013951028457485465,-0.009842086085722608,-0.17420661949471503,-0.02337880226876458,-0.0031232981068517202,-0.005536314546385849,0.00019255939834900013,-2.969802972184923e-05,0.0021962541286476038,-0.0016441350519411206,0.001007446263036318,0.00045741298450770933,-0.00036305512927915453,-0.004998377364845055,-0.006731759159141091,-0.007013052688048331,-0.0002911674013505374,-0.002638846505663869,-0.00019918240902106586,-0.00010563995945590396,0.012379701416782652,0.0017516374885110783,0.005816888067894688,-0.0018675482571523295,0.001426151317894294,0.0005432114271042035,0.02192451835603072,0.061811378051745,-8.270857055872942e-06,0.00014481236496012863,-0.0021297174915611682,-0.009042685019050934,-0.003169939309921796,-0.0085082641505967
"Size of mean_values: (1, 40)"

"Time Range: 15:50:53 to 15:51:34, Duration 41.0 
 Start Row 2534, End Row 2698 
 Start Time 633.25, End Time 674.25"
Mean Values:
0.0013687334109384716,9.34300884510983e-05,0.0012888938554419273,0.0029256535470516066,-0.012462681631996523,-0.005558109290601122,-0.018142984783139804,-0.01306603495151397,-0.1724350011638685,-0.020347611463594165,-0.006974261639259515,-0.00633679256393363,-0.00019854461873779075,0.00012236984008794416,0.001761884265183823,-0.0018034776749176011,-0.00022809687703505627,7.429468495632868e-06,-0.0003283571040819237,-0.0047040951116140315,-0.009435891075822229,-0.009807521521756284,-0.0007223902656423241,-0.001977893183007641,-0.0007702877983619585,-0.00022317309934936309,0.012089712053545063,0.0011303667632423795,0.005308040362308262,-0.0025571844912416603,0.0002473395857964487,-0.00015960000789511225,0.021900395864423428,0.06260640909651309,-3.603644756726403e-05,-2.9164264656239815e-05,-0.0011773785756077435,-0.0033261504108697128,-0.0029239576510572515,-0.008017904685703067
"Size of mean_values: (1, 40)"

"Time Range: 15:51:34 to 15:51:54, Duration 20.0 
 Start Row 2699, End Row 2779 
 Start Time 674.5, End Time 694.5"
Mean Values:
0.001016836592477294,-0.0014910403625658976,0.0011530620245464075,0.002756311797682343,-0.011354083110873102,-0.006122991649624091,-0.012748176535953335,-0.010137243084321783,-0.16315129646901755,-0.019942464374588863,-0.005251976781393215,-0.0026003633125593313,0.00108195674059587,0.00027519005080468275,0.0021805207182826686,-0.0033790085636636667,0.0010711453993948923,0.00022216858727174533,-0.00035419280757541103,-0.004674335163677563,-0.008386135244104465,-0.0038279206067381856,0.00039495997881769927,-0.00048042647836803724,0.0007942562436263979,0.00023172088067326986,0.011720669941947075,0.0008907942394727511,0.00559341681200574,-0.001856480202934575,0.0018933965501730771,0.0003032734519316703,0.021872208024783058,0.06241552423591537,8.342821848809974e-05,-1.3346683996775745e-05,-0.001603193709283004,-0.0019229950511194514,-0.001747980026404256,-0.006908651206067519
"Size of mean_values: (1, 40)"

"Time Range: 15:51:54 to 15:52:33, Duration 39.0 
 Start Row 2780, End Row 2936 
 Start Time 694.75, End Time 733.75"
Mean Values:
0.00046726003492048143,-0.003279136795623025,0.0010048859922356487,0.0019419914503341132,-0.010758595807739604,-0.0069074880738701555,-0.015166916832848135,-0.010918289666132784,-0.17076289010850837,-0.026588062803586252,-0.005872872786671963,-0.005270312430163666,0.0007968359946622322,0.00036781820923839176,0.000779960901843007,-0.004372214253475512,0.00029379556271987326,-0.0007689825161857936,-0.0003948605158364206,-0.005046321478256111,-0.009048559511001138,-0.008560106067065566,-0.00032028693377890953,-0.0023775340170785805,0.0002481332072652146,0.00038022964544971917,0.01175805252001901,0.0010287015905277063,0.005325395134122551,-0.0029073485483950058,0.0013920718017295774,0.00034387909066300754,0.021705532890070822,0.06074439457913599,1.9537427016416814e-05,-0.00010472174964613594,-0.003157027424957839,-0.011583142238251055,-0.0012648973820282518,-0.00730354121704044
"Size of mean_values: (1, 40)"

"Time Range: 15:52:33 to 15:52:55, Duration 22.0 
 Start Row 2937, End Row 3025 
 Start Time 734.0, End Time 756.0"
Mean Values:
0.00044175192996420573,-0.0019401376798587025,0.0011432309283252204,0.002386670684391568,-0.010310906160074984,-0.0043932949880593035,0.0019292880742409738,0.0036327127798521123,-0.1749937923962829,-0.02392981682865944,0.0009415498582036597,0.005488410369737791,0.0006195165463835099,0.00020617031027722087,-0.0003536397881948449,-0.0037754735888008,-0.00020133418303177217,-0.0008736614448429455,-0.0003566297521062358,-0.0048372585491549035,-0.0014547541060886688,0.005754604446723362,-0.0006453190430529701,-0.0022940778094626114,0.0001505703448308002,0.0002441271967287467,0.011667248740989096,0.000179486715215836,0.005543490350545885,-0.0031345458184344043,0.0009283718795741167,0.00011470711448817511,0.02114622517860617,0.059430502956136236,9.538136102597511e-05,-0.00021689596875926765,-0.0021700437304700846,-0.00858628872792338,-0.001802425205271214,-0.0075066702958446205
"Size of mean_values: (1, 40)"

