"Time Range: 10:27:51 to 10:29:16, Duration 85.0 
 Start Row 2586, End Row 2926 
 Start Time 646.25, End Time 731.25"
Mean Values:
-0.012927683439997718,0.011492049792946457,-0.005308406079634368,-0.015181952352048063,-0.032241621148319424,-0.016787235416408267,-0.01130093163333395,-0.00462027270836533,0.06098947738364975,0.0182047324436635,-0.02924322825385923,-0.1124010669954431,-0.0015315227405710578,-0.0016761667219042868,-0.01956024771665299,-0.029622988074499184,-0.026967046742198082,-0.041022383141300765,-0.003376044963340326,-0.010893334859744126,-0.02188041298626482,-0.052035023242215935,-0.0035900205195622797,-0.018355912693131055,5.828190892852537e-05,3.795754023727378e-05,0.0650758611126633,0.296010706386024,-0.00041570444600656163,-0.0010750363865988872,-0.009517394362057157,-0.029508984376428137,-0.04353192710682002,-0.23330220181494324,-0.01355629026258456,-0.3352485328702218,-0.059647383620164945,-0.19461797454618715,-0.017464982150458812,-0.07993582346397689
"Size of mean_values: (1, 40)"

"Time Range: 10:29:16 to 10:30:12, Duration 56.0 
 Start Row 2927, End Row 3151 
 Start Time 731.5, End Time 787.5"
Mean Values:
-0.018151330896981288,0.0016461345829197093,-0.010706140327612712,-0.01953332581569072,-0.037851945404811606,-0.020067408024468,-0.00852153977556991,-0.0002508342157004941,0.09666881050079315,0.038907942990797605,-0.03217358865264081,-0.12404402424231983,-0.0016134133229096241,-0.000823441175587161,-0.039842044420944106,-0.06550504685581159,-0.026453234556285374,-0.035123417624663554,-0.003652703158157801,-0.01074799797339085,-0.009710002691892913,-0.03782921007535552,-0.002968497852865972,-0.01835344890478187,-1.7701203306940424e-05,-0.00022430851613947742,0.043005174416004883,0.1748726390006104,-0.0003124328458917182,-0.0008352927670236222,-0.008878822910218201,-0.029608103995429944,-0.03835302179872643,-0.23041307340630116,0.0014472046913173633,-0.30873344428970445,-0.05529610636931773,-0.19634552084400894,-0.013826994132405556,-0.06731473476537964
"Size of mean_values: (1, 40)"

"Time Range: 10:30:12 to 10:30:54, Duration 42.0 
 Start Row 3152, End Row 3320 
 Start Time 787.75, End Time 829.75"
Mean Values:
-0.014880689201750646,0.013781687655555238,-0.0139267729258892,-0.02525183955578556,-0.031139816181486406,-0.016415304294178153,-0.0035270951984912946,0.0016245150637871572,0.08670077767706943,0.031754300330695054,-0.029032185647441384,-0.10801635335844939,-0.0012756325925945815,-0.0004827838979171616,-0.04142716795603829,-0.06991762984720552,-0.025521602289218952,-0.035418017584926055,-0.003541437650482207,-0.010622409289605518,-0.010421297774269426,-0.035502616288039406,-0.002831187017044177,-0.017469602259550927,7.075709520037939e-06,-0.00014972774368688947,0.05143006587679899,0.20412806287670404,-0.00024609200081027074,-0.0006462512599112953,-0.009285719671388934,-0.029204244180644705,-0.03809178507112697,-0.22924644008483067,0.0015355215982555742,-0.3059346591213067,-0.05797028728216906,-0.19943813315343548,-0.017878086460072176,-0.07561505041763006
"Size of mean_values: (1, 40)"

"Time Range: 10:30:55 to 10:32:14, Duration 79.0 
 Start Row 3321, End Row 3637 
 Start Time 830.0, End Time 909.0"
Mean Values:
