"Time Range: 11:27:53 to 11:28:20, Duration 27.0 
 Start Row 1880, End Row 1988 
 Start Time 469.75, End Time 496.75"
Max Values:
0.0713040511526501,0.0897683124784433,0.0097344770144476,0.007208423258357,0.0275508370564056,0.0210814645132339,0.0644405358443718,0.0570872798847716,0.0062617162004192,0.0034629887174833,0.0632320544536253,0.0827138715627779,0.0087718708625953,0.0172129066399704,0.140805883377602,0.1659213256478474,0.0744589738735981,0.1037184886104791,0.0019278783391836,0.0112381867010033,0.0523927816719331,0.0896749907145307,0.0088996239814373,0.0143495512752015,0.0846104299814814,0.1457244254694157,0.0130828530894778,0.0397169045655299,0.0183931841778824,0.0265073350122929,0.0061451097012686,0.0049781930388134,0.010485131135536,0.0506618376701559,0.0037301546733346,0.0111794397905836,0.0057731366421422,0.0242526051334059,0.0110535723726024,0.004213001313947
"Size of max values: (1, 40)"

"Time Range: 11:28:20 to 11:28:42, Duration 22.0 
 Start Row 1989, End Row 2077 
 Start Time 497.0, End Time 519.0"
Max Values:
0.07558899433851,0.0858455557059231,0.0028329364761208,0.0020786469146173,0.0326297575319953,0.0259652388593077,0.1434038418398122,0.1197250261370237,0.0066624582405823,0.0033743682779295,0.1544871939086011,0.1866326430600541,0.0141751459913105,0.0316692947636126,0.0745124515122357,0.0871909791099139,0.058533190387058,0.0855225333885452,0.000883301263702,0.0001747514172551,0.0884481580699514,0.1215259223575265,0.0104519888892544,0.0173188281735829,0.0826460951365418,0.1351374224200801,0.0064242529024944,0.0097120169368791,0.0376753880306488,0.0588174813878864,0.006167546203259,0.004311093252667,0.0027883898907354,0.0030814461159736,0.0035089959066823,0.0023543450370473,0.000649558270689,0.0015652968047565,0.003567006091028,0.0012604561539792
"Size of max values: (1, 40)"

"Time Range: 11:28:42 to 11:29:06, Duration 24.0 
 Start Row 2078, End Row 2174 
 Start Time 519.25, End Time 543.25"
Max Values:
0.0601546297418008,0.0675762894734762,0.0042098931728759,0.0029306219338267,0.0299533728358291,0.0251637031397259,0.1288745101087137,0.1086033809092926,0.0074847365071868,0.0043912746339475,0.1460175641223117,0.1745193545963173,0.0140343148746987,0.0290260815476291,0.0547373456990121,0.0633791445759412,0.0629176322976401,0.0889276219630423,0.0012863628644173,0.0006197355040187,0.0724140882948228,0.0989275836467171,0.0098345130685584,0.0144755649006047,0.0686285303405547,0.1080547701080058,0.0045532019389947,0.0061973214010648,0.0370360657299756,0.0581822550633945,0.0076464946354567,0.0059609075552912,0.0032973923930877,0.0014996248063236,0.0039797619084992,0.0015661584095497,0.0014132327382365,0.0017287133192232,0.0038351933817248,0.0013800927309489
"Size of max values: (1, 40)"

"Time Range: 11:29:06 to 11:29:29, Duration 23.0 
 Start Row 2175, End Row 2267 
 Start Time 543.5, End Time 566.5"
Max Values:
0.0703302642237513,0.0894080085143876,0.002269167402299,0.0047500089667558,0.0293272632964162,0.023192511279136,0.0775818930826181,0.0560301448053367,0.0087121283771902,0.0066524245926408,0.0791413085170024,0.0841412030977426,0.0088883445657829,0.0135318440021444,0.0765568865065673,0.0898398961860579,0.0696162802159454,0.1039144088132418,0.0007100100159573,0.0007428677735354,0.0436347289676576,0.0583895252081888,0.0111146532589696,0.0157779881270312,0.041904595572608,0.0649612297288793,0.0040106736974127,0.0079418065165156,0.0181028174618408,0.0285508951394583,0.0082064067369791,0.0054640745588473,0.0045306846133237,0.0085813784030612,0.0046252550420773,0.0022382140611605,0.0023791391449756,0.0104944472736244,0.0048908727352598,0.0041152804216065
"Size of max values: (1, 40)"

"Time Range: 11:29:29 to 11:29:49, Duration 20.0 
 Start Row 2268, End Row 2348 
 Start Time 566.75, End Time 586.75"
Max Values:
0.0561414795618004,0.0615334240783123,0.002200943943588,0.0019847737807497,0.0300049056191575,0.0245058135915447,0.061378722312593,0.0480320739070433,0.0074689172844922,0.003054981279836,0.0563534261708093,0.0688684092779947,0.0082971485234291,0.0117564237927791,0.0641410287051086,0.0741192044509831,0.0705060081073212,0.1044821357836814,0.0004996093022168,0.0004578586906793,0.0409879863836153,0.0552361530568193,0.0114032170029769,0.013836719084828,0.0358685752821067,0.0618925677589462,0.0059526907194777,0.0076265813315491,0.0182383633805702,0.0238074364606153,0.0067458709508769,0.0049176308365534,0.003308852853181,0.003470106797674,0.0045888080932001,0.0005025521379984,0.0013331725727305,0.004788050831522,0.0012937259608235,0.0011228693164728
"Size of max values: (1, 40)"

"Time Range: 11:29:49 to 11:30:15, Duration 26.0 
 Start Row 2349, End Row 2453 
 Start Time 587.0, End Time 613.0"
Max Values:
0.1178040365534652,0.1396614474348677,0.0030199828833375,0.0027842256190838,0.0357685647789786,0.0276108618290571,0.1369797273260403,0.1095948545265811,0.0068843448448014,0.0057089041942337,0.1069100255223629,0.1333583509249024,0.0088788440172911,0.0243193436462025,0.1277613344706359,0.1552007987786134,0.1038609987720057,0.1564269559986589,0.0009007204402348,0.0010593198818498,0.0878904017331429,0.1227594625299833,0.0114571190564382,0.0220855512093521,0.0853760666852184,0.1379806873848471,0.0069161714790118,0.0195765993839633,0.0277556868732763,0.0468171362353003,0.0065564492988461,0.0070240698833797,0.0025053192643903,0.004527946565617,0.0045147906915537,0.0022616484809837,0.0023217339910775,0.0068319649292981,0.0048179167125918,0.0021443335228477
"Size of max values: (1, 40)"

"Time Range: 11:30:15 to 11:30:34, Duration 19.0 
 Start Row 2454, End Row 2530 
 Start Time 613.25, End Time 632.25"
Max Values:
0.0521545315108859,0.0611576784079088,0.0012752390685218,0.0012255460320037,0.0226195727534589,0.0157748767343503,0.0523739794425869,0.0483035528859428,0.0093133992674479,0.0054472444529071,0.0550463223221313,0.0672193533078346,0.0091297205258361,0.0131943228931139,0.0517385826954262,0.0605000840207296,0.0439661124929718,0.0611663488313723,0.0008690061968675,0.0006365005832966,0.0410291312523385,0.0545545887679343,0.0141256675264173,0.0151636480317627,0.0384696529047951,0.0609442539934098,0.0064874355756799,0.0153517147326542,0.0166821008409565,0.0235264394995807,0.008546301442304,0.0064781077072448,0.005172954999058,0.0047263544701874,0.0062619500202085,0.0031366960693348,0.0004497237861326,0.0045438009354386,0.0049345660542565,0.0020337223484214
"Size of max values: (1, 40)"

"Time Range: 11:30:35 to 11:30:54, Duration 19.0 
 Start Row 2531, End Row 2607 
 Start Time 632.5, End Time 651.5"
Max Values:
0.0579737007234936,0.0697082287984663,0.002916517941228,0.0035221912327286,0.0271419801326822,0.0205017366953043,0.0714426851473644,0.0526391585364549,0.0106392756497316,0.0056413702388772,0.061092769510965,0.076893856228741,0.0114043878177743,0.0131415577382858,0.0675758602520612,0.076849722188525,0.051288735874894,0.0727224407294187,0.0006950351453429,0.0010084811083792,0.0480480598908179,0.0606495320658479,0.010396606342934,0.0163134213181767,0.0427149006187633,0.0638657056707336,0.0105242557777867,0.0268454216831498,0.0192399682334588,0.0259214408874056,0.0085172735559012,0.006232459789066,0.0043892329016261,0.0121728054894666,0.0034791194305407,0.0025187770365855,0.0015248493158344,0.0040265243361734,0.0013848522298971,0.0021721062331943
"Size of max values: (1, 40)"

"Time Range: 11:30:54 to 11:31:16, Duration 22.0 
 Start Row 2608, End Row 2696 
 Start Time 651.75, End Time 673.75"
Max Values:
