"Time Range: 13:15:02 to 13:15:42, Duration 40.0 
 Start Row 3286, End Row 3446 
 Start Time 821.25, End Time 861.25"
Mean Values:
-0.002393884650212486,-0.003156302322920921,0.004104743732815017,-0.0027732816063791342,-0.0030056226012782775,-0.002313654690061417,-0.01950072360693477,-0.019215159733217756,-0.00995453831591272,-0.007882416717899174,-0.007506586180087207,-0.006055832652399774,-0.0013287886879163673,-0.0013801066855121393,0.0044273492112526505,-0.003756597825429725,-0.0008151716529037842,0.0006002557892706429,-0.0008320088380259012,-0.003730844232142731,-2.7081945617031368e-05,-0.006653879410806808,-0.000354801556804834,-0.0004649987095231929,-0.00039799048800738,-0.0005088420607909755,-8.441119353745607e-05,-0.0001895973413631924,0.008752314670719833,0.008544495233050767,-0.00012746337437853964,-2.4848969301779988e-05,-0.01259162070981255,-0.02976811169516395,0.0012032632797023663,-0.006426280348032496,-0.019224782320062327,-0.04468883949979423,0.002919268914246595,0.0004903878506927377
"Size of mean_values: (1, 40)"

"Time Range: 13:15:42 to 13:16:26, Duration 44.0 
 Start Row 3447, End Row 3623 
 Start Time 861.5, End Time 905.5"
Mean Values:
-0.0030630721056064294,-0.003489701180149145,0.00021559133088838923,-0.002618649128853576,-0.003905789083919447,-0.003553046563476277,-0.01554340492310533,-0.019732727932143205,-0.013125342075027711,-0.011948306471819646,-0.005847104438749035,-0.0018644591630258343,-0.0018344098366690242,-0.0014924101969613977,0.004368358456958997,-0.003985716310748455,-0.0012251653319772739,0.00010142120014886259,-0.0006382145144376228,-0.0024879514540612204,0.0011104004647448803,-0.001220837299596299,-0.0003796539047750963,-0.00036950542166573033,-0.0005083798798239628,-0.00044742310146412764,-0.0001119198328460042,-0.00025633557560350155,0.011792694452611439,0.014463830795332757,-0.00015053082582521874,-5.451900066399617e-05,-0.010782591940521178,-0.02094234069273547,0.0014849074167529678,0.001020917805004616,-0.0032494290447462747,-0.01953896264276495,0.0019955022955916633,-0.0008605408343543135
"Size of mean_values: (1, 40)"

"Time Range: 13:16:26 to 13:17:04, Duration 38.0 
 Start Row 3624, End Row 3776 
 Start Time 905.75, End Time 943.75"
Mean Values:
-0.004014516925855582,-0.005175164752404923,-0.003466664838332947,-0.005266532884521425,-0.005601527059999003,-0.0045809954683597946,-0.021930841213850742,-0.02475522887871266,-0.01750563501633903,-0.015749959678558367,-0.0046970998770566805,-0.004286714952282076,-0.002657692147344564,-0.002396114893722394,0.004243925889677697,-0.004032700998943879,-0.0017633081122346256,-0.0005444153350734254,-0.0004167166845384116,-0.000780800680983221,-0.00017229307012535353,-0.0016337010529299686,-0.0005579475978806544,-0.0007229921800649586,-0.0007104317915221744,-0.0007061632842772517,-0.00012924660357563784,-0.000290619493858243,0.01882162787562804,0.022558388071382014,-0.00020677939472264837,-0.00022618533161796318,-0.007618603027400715,-0.005553809599775517,0.002295573730077828,0.013412941242558814,0.018885924688065003,0.015449830867171967,0.0008077891170334222,-0.0025527378246954138
"Size of mean_values: (1, 40)"

"Time Range: 13:17:04 to 13:18:01, Duration 57.0 
 Start Row 3777, End Row 4005 
 Start Time 944.0, End Time 1001.0"
Mean Values:
-0.0027438386374034366,-0.0015201873439928252,-0.005704565671615397,-0.004677994800880816,-0.0027843930261839673,-0.0034023400534136717,-0.016312187469801835,-0.023545286723095388,-0.016402271920042708,-0.016622249412780905,-0.008322770092050158,-0.007684412227438679,-0.0026328800082094463,-0.0022862235841578887,0.0053402828035806,-0.0005830440807769025,-0.0014546514472847812,0.0006017755063112512,0.00045463064320607323,0.002127182342112226,-0.0006426030088669643,0.0005007413581362104,-0.0004934497082076291,-0.00040785373923313576,-0.0006999523987045853,-0.000561434949947076,-0.00012421913748588014,-0.0002649456983389609,0.015736690610987848,0.020865198316595335,-0.00018608282565314892,-6.133119409112784e-05,-0.007470319761827483,-0.006930018429320891,0.0018750586189701366,0.009073254132780647,0.02450554548909309,0.02709679895072873,0.0011809524844805014,-0.0011070998935186777
"Size of mean_values: (1, 40)"

"Time Range: 13:18:01 to 13:18:55, Duration 54.0 
 Start Row 4006, End Row 4222 
 Start Time 1001.25, End Time 1055.25"
Mean Values:
-0.003026251758374236,-0.0029757454114743022,-0.006175349986493173,-0.004915108656218457,-0.0034012732598806186,-0.0033383563815830826,-0.017970836753774817,-0.02430216534438255,-0.0171554713497355,-0.016172996404319125,-0.007692274837129171,-0.009022964222934443,-0.0026918783654192795,-0.0025372252971941575,0.005490639627586841,-0.0005655390219900603,-0.0015947071491521025,-0.00029587034360304825,0.0006795378242097708,0.002925451806253568,-0.00030868298570170153,-0.00027935276425490775,-0.0005083056783723363,-0.0006740200980708864,-0.0007407105036001985,-0.0007497003350930341,-0.00012605865789511362,-0.0003313139874605778,0.018241224719736725,0.024077699966001124,-0.00018011485106012582,-0.00020011879976525952,-0.0060815532824310395,-0.004811663044001361,0.0020934230841788038,0.014285294095434596,0.03361405947668707,0.0431718948604435,-0.0006672062296922771,-0.0034949249061269044
"Size of mean_values: (1, 40)"

"Time Range: 13:18:55 to 13:19:43, Duration 48.0 
 Start Row 4223, End Row 4415 
 Start Time 1055.5, End Time 1103.5"
Mean Values:
-0.002523201875977074,-0.0017644105476861084,-0.01129034112912448,-0.00305956240529348,-0.0020392894926119487,-0.00246671059318009,-0.018293289816093652,-0.024560993906494424,-0.012935981818630484,-0.013149276907135046,-0.00992753534317219,-0.021157157658322674,-0.0028224437614331166,-0.0031516595089995506,0.0061186095262224195,0.0019112511761793262,-0.0014873600544065872,-0.0012046664820098763,0.0003957112063064636,0.0035220884278761213,0.0008039147438217899,0.0071300641876390425,-0.0005033856719020956,-0.0007228669068835348,-0.0007070354067647059,-0.0008263199729951355,-0.00013337482882599602,-0.000422693131149136,0.02699260092584207,0.034008570710986556,-9.175366226208222e-05,-0.0002626214195143735,-0.0010360273104211238,0.014935949295128951,0.0016799429946952006,0.034295034075725345,0.062064819045879176,0.09601033705530627,-0.0055562331500471985,-0.008895419245420698
"Size of mean_values: (1, 40)"

"Time Range: 13:19:43 to 13:20:37, Duration 54.0 
 Start Row 4416, End Row 4632 
 Start Time 1103.75, End Time 1157.75"
Mean Values:
-0.0026695993264498567,-0.001424913996559935,-0.01684184141779207,-0.011665577308696513,-0.003160044645204822,-0.0032978313676255222,-0.016372969745421177,-0.022632308468355077,-0.011929836941779426,-0.012342662146288624,-0.010219826063979053,-0.021331800252918535,-0.002360943574441337,-0.0026453150802139996,0.005420996330417002,0.0008876369070557952,-0.0018385442366904855,-0.0017857442793671643,0.00010551559167684166,0.0025399474362948374,-0.001871298206924385,0.0025119456382000135,-0.0005554124765630459,-0.0008507879955925744,-0.0007061225808139298,-0.0008214088007019774,-0.00013276164841240218,-0.0004282610642609164,0.023643841917594756,0.03015467683409321,-0.00012877034915303263,-0.000366168854931255,-0.002374677795455247,0.006117019135489161,0.0017111061253696914,0.03057753936613595,0.06004201794259495,0.08999720996408572,-0.005930219306723346,-0.009712578083272305
"Size of mean_values: (1, 40)"

"Time Range: 13:20:37 to 13:21:13, Duration 36.0 
 Start Row 4633, End Row 4777 
 Start Time 1158.0, End Time 1194.0"
