"Time Range: 09:27:17 to 09:27:43, Duration 26.0 
 Start Row 1083, End Row 1187 
 Start Time 270.5, End Time 296.5"
Mean Values:
-0.0009325273897513815,-0.0020822145956960543,4.790531811255328e-05,4.6451049219064635e-05,-0.001221642817788599,0.0006836869953083513,-0.00035788458731443335,0.00046087656247957587,0.00022425152585347252,0.0014121409003605612,-0.0003324176840603895,-0.0024121154745257306,-4.631435712007223e-06,-9.634463041116363e-06,-0.0005096916934832385,-0.0015683689038738246,0.00010010500544956264,-0.0008312066521699062,-0.0002332050903154716,-0.0006406096504317709,-0.0025465039167626258,-0.004540401145913721,-0.00013746373893540784,-0.0005754590097458416,-3.0503272293383382e-06,-7.5677331590914085e-06,-1.3358885048275876e-05,-5.820964705163575e-05,0.00032979851108732314,3.293307936854957e-05,-1.2413676399774291e-05,-3.610039569055341e-05,-2.1478962319229636e-05,-9.585143768042546e-05,4.759004801068832e-05,-0.0003403418253254799,-0.001465184766455873,-0.00248935912510372,-1.0921182007725481e-05,-4.1891907745161396e-05
"Size of mean values: (1, 40)"

"Time Range: 09:27:43 to 09:28:29, Duration 46.0 
 Start Row 1188, End Row 1372 
 Start Time 296.75, End Time 342.75"
Mean Values:
-0.00036571253950616535,-0.0001227725441654943,-0.00011591762783869761,-0.0002822464313513926,0.0005794940504682011,-0.0004035594277994577,0.0018423879356088805,0.0015493137990467564,-0.0005521226173682436,-0.0012357232955429048,0.0009126414031397907,0.0017819648434559481,2.9716780610836227e-06,8.516507733167424e-06,-0.0005807248869615576,-0.0002447200093993992,-0.00048735724323323493,-3.403010104542681e-05,1.920215650250179e-05,0.00011773004852685914,0.001960414261586581,0.0029907660381823828,0.00013452203588270987,0.00043504788331405177,1.7732752547130627e-06,6.371499252081364e-06,5.2333861762020135e-06,2.7198783120401483e-05,0.00023492486085793245,0.00036773743174794884,3.752836789886566e-06,1.7466522905479382e-05,5.871097377851198e-06,2.9453161618103033e-05,2.48863436801175e-05,0.00017546176854392486,0.0006412860706671998,0.0011159214127550567,8.179744276180348e-08,1.2052446538083302e-05
"Size of mean values: (1, 40)"

"Time Range: 09:28:29 to 09:29:12, Duration 43.0 
 Start Row 1373, End Row 1545 
 Start Time 343.0, End Time 386.0"
Mean Values:
0.001464362072717006,0.0020182770904319837,4.701675984473023e-06,0.00025416776102109225,-0.00021218479648137163,0.0001662043538237148,-0.0016232451859663837,-0.001811218624865579,0.0005858430882263627,0.0009151666654188633,9.723617270592457e-05,0.0008890585556407063,2.3912796192876063e-07,1.9025817450787401e-06,0.0027722588285311344,0.0034406040262800397,0.0015253649952283687,0.0017597277149691685,0.0002098625814741039,0.0004952857079572654,0.001364741784423441,0.0020943004425516437,0.0002869222997440774,0.00036400739424322646,3.607840733129021e-07,-7.725965067650998e-07,3.867644396216083e-06,3.0186584873558224e-05,-0.00038977545013570787,-0.00029492089009475637,6.748348038684493e-07,-7.340116684912485e-06,5.6290486561471365e-06,2.1025799591105715e-05,-1.615939540461349e-05,2.7352197785386903e-05,0.0004477433232162514,0.0006914863192451582,1.1894535847468366e-05,2.8153830589166648e-05
"Size of mean values: (1, 40)"

"Time Range: 09:29:12 to 09:29:42, Duration 30.0 
 Start Row 1546, End Row 1666 
 Start Time 386.25, End Time 416.25"
Mean Values:
-0.0020776582635181114,-0.0022411979848677172,-8.930836481110273e-05,-0.00027071919429552785,0.0017947995031424612,0.0006790712455548211,0.003413870899012883,0.0027986512046864614,0.00028055047367552406,-0.0010265928304217411,0.00035565642611154973,0.0002619541136020835,2.965029538529283e-08,-1.7331906299840128e-06,-0.0044896989784041575,-0.004743792092383639,-0.0016265053389992162,-0.0014222006615000847,-0.00025763691912793153,-0.0005190531214363511,-0.003273779123080856,-0.00337173218204136,-0.0006404606589886547,-0.00043140484110393816,-4.7633422684203504e-07,-2.156333509968675e-07,-1.4052444919643713e-05,-7.805176148139534e-05,0.00031241093520856174,0.00017533470694310627,-6.272248049543115e-06,-1.6178281570266682e-06,-1.890762777233282e-05,-6.0138968409997096e-05,-8.301514117772158e-05,-0.0002148118349494166,-0.0006397630111345967,-0.0003268167020325738,-1.7851399308648327e-05,-3.5647550425219935e-05
"Size of mean values: (1, 40)"

"Time Range: 09:29:42 to 09:30:10, Duration 28.0 
 Start Row 1667, End Row 1779 
 Start Time 416.5, End Time 444.5"
Mean Values:
0.0012022016964932313,0.000623326795812099,-1.1844295306642733e-05,0.0001904864064890666,-0.0008778571235735341,-0.0003807979437792284,-0.0038046727311227438,-0.0029294875032123214,-0.0002954635601677293,0.00027064098593194275,-0.001879703529597476,-0.0031778666125065517,-5.230920485991904e-06,-1.3378770849863988e-05,0.0010080139784696357,0.0006843006881053852,0.0004423055940165894,0.00046980028556707095,1.8953797844792953e-06,6.359040670798255e-05,-0.001742956835384999,-0.003563919186111871,-0.0002992409921685982,-0.0007731435253918073,-3.6932816290022705e-06,-7.46788025038531e-06,-3.820229298121997e-06,-1.9541112002920723e-05,-3.471839665464146e-05,-0.00024099220554964573,-9.843175030238218e-06,-1.54394062383307e-05,-6.319212790725558e-06,-3.481598827504529e-05,6.30527968686379e-05,-6.000779851808137e-06,-0.001209436951841841,-0.002330327173319179,-1.1528021413477649e-05,-4.251862291011883e-05
"Size of mean values: (1, 40)"

"Time Range: 09:30:10 to 09:30:46, Duration 36.0 
 Start Row 1780, End Row 1924 
 Start Time 444.75, End Time 480.75"
Mean Values:
