"Time Range: 11:27:53 to 11:28:20, Duration 27.0 
 Start Row 1880, End Row 1988 
 Start Time 469.75, End Time 496.75"
Mean Values:
-0.0028384703350887333,0.0015793339490966776,-0.008320106071595612,-0.006409050840955234,-0.0005109274282375836,-0.0013674557186274011,-0.0009250615731411516,-0.002713293659450823,0.0005357734056985058,-3.510603418733433e-05,-0.001449608388685522,-0.0006952312203473888,-0.00047392326018930533,0.00010142792972433526,0.0009107336790611371,0.0006727390448840866,0.002755520716377728,0.00046839201456557036,8.213171278630172e-05,0.00034742219250914085,-0.0010323452427743445,5.672737355210462e-05,0.001942285383278657,0.003927499458251077,-0.0022391099797218527,-0.0010272936321959795,-0.00033668532583765024,0.0011623353708279604,-0.0002532905460509539,-4.9703355663250744e-05,0.0003074213607521192,0.0008248869559604138,-0.0008363566984579153,0.0013340719893614422,-8.534935651874672e-05,0.0004009141425847755,0.00012093478424212478,0.003155676618296125,-0.0001651378084360476,-0.00025900001433401017
"Size of mean values: (1, 40)"

"Time Range: 11:28:20 to 11:28:42, Duration 22.0 
 Start Row 1989, End Row 2077 
 Start Time 497.0, End Time 519.0"
Mean Values:
-0.00045195777774450943,-0.0009017735644111028,0.0005710618519973786,-0.00020220700783212057,0.0006802661852363519,0.0009225869205492374,0.002786998816362406,0.0019755037011316453,-0.0006236772752739088,-0.0002277843237678821,-0.0014202048022377697,-0.0036362357517929164,1.535367294996066e-05,-0.0005637080577808166,0.0009109125215164242,0.0006095854874291979,0.0010101478124477353,0.002154112596561964,-0.00010614386250480997,-0.00045940924365044274,0.0018433118351176415,0.0016232791885275163,-0.001266848042928948,-0.002832383729583466,0.001184908649524786,0.001520470455352225,0.0012384337096686378,0.0017828505266684188,0.0005307777522883612,0.0003086596247258358,-0.0005393620764068229,-0.00032109814509267173,-0.00018938243432662413,0.0003688271211569874,-0.0007599193333078206,-0.0001336856201146788,-0.00040739117666345617,-0.0010007064892940322,1.763160604065117e-05,-0.00024965817444970196
"Size of mean values: (1, 40)"

"Time Range: 11:28:42 to 11:29:06, Duration 24.0 
 Start Row 2078, End Row 2174 
 Start Time 519.25, End Time 543.25"
Mean Values:
0.0009427761427947186,-0.0020829674345256804,0.002269317393799356,0.0014324673421342259,-0.0002477234904152889,-4.1477373327527715e-05,-0.003272542630385642,-0.0009540792947200156,-0.0005099053721509727,-0.00022614328500102264,0.0012140219392695812,0.0021622145026017124,0.00023500083352559874,0.00037345617776446323,-0.002257735466954146,-0.0027033158624880788,-0.00022888799928972328,0.0012219490145136647,0.00011984294299990441,0.00012060680294535367,-0.0009806268868795616,-0.0019021134945789095,-0.0008299907806225082,-0.0014128786959344461,0.0001935106105050364,-0.0007093803648988995,0.000420227169755209,0.0007300699486673207,-5.360999789997002e-05,-0.00019406451856310492,0.00041365849423395825,-0.0005396999870330079,0.0002770049304558069,-0.0015967563433367574,0.000741725463981937,-4.747653742440247e-05,0.00031278269574975355,-0.0008799654412908148,1.6409736681858424e-05,-0.00010017466420987562
"Size of mean values: (1, 40)"

"Time Range: 11:29:06 to 11:29:29, Duration 23.0 
 Start Row 2175, End Row 2267 
 Start Time 543.5, End Time 566.5"
Mean Values:
0.0011377987611736389,0.0021361164033873643,-0.0002791057425451926,0.0005510669848433154,-1.3446885000742e-05,4.6099342880493557e-05,0.0031806446467886043,0.002549990657943504,0.0006471918758477846,0.0004985537598096009,0.0021854932498323416,0.003015808600014095,-2.4090230328841277e-05,0.00025356026947956876,0.002439040997401909,0.003605377883086581,-0.00261138772237054,-0.00574456856877231,5.715277905821377e-05,0.00011032184564749517,0.0018296967291916177,0.003127609922630061,0.00021507717458526285,0.0013267188153252593,0.0013735248537069058,0.0025487460216540203,-0.0027431851342695243,-0.005459744119675352,-0.0001055018541650162,0.0006288876017071993,-6.668715340778838e-05,0.0002570711565566645,0.0010401739696130926,0.0014628058221423928,0.00028030919436780924,0.0003431892160064079,-0.00016998711089286487,-0.0015497976413038467,0.0003653870553640414,0.0007185116551657786
"Size of mean values: (1, 40)"

"Time Range: 11:29:29 to 11:29:49, Duration 20.0 
 Start Row 2268, End Row 2348 
 Start Time 566.75, End Time 586.75"
Mean Values:
-0.0032301969019059382,-0.0038103290551313477,0.0005384047741015366,6.656946509515841e-05,-0.00023632260012460538,-0.0004663200849478187,-0.0029397673282643222,-0.0026417459975921556,0.0001698550739003465,-5.307865527051539e-05,-0.004033444719924726,-0.004367915061890289,-0.0003860590766843526,-0.0007100602331899099,-0.0030973526828249076,-0.004726591016621421,0.0006795818104555736,0.001873917446228568,-8.28211660135387e-05,-9.90221828266918e-05,-0.002509043063550968,-0.0035858973432256356,0.0006615905454186473,0.00025514802264214935,-0.0019103267578644233,-0.003139010444319885,0.0018796277838642433,0.0026545213018746247,-0.0007780284257928195,-0.0010817821592030916,0.0006716416639937099,0.00037955023062564216,-0.0007962192543093181,-0.000675172587576393,-0.0005710599374772697,-0.00041244883616502724,9.7996818154442e-06,0.002013866283819517,-0.0005698174799769781,-0.0006779569626643246
"Size of mean values: (1, 40)"

"Time Range: 11:29:49 to 11:30:15, Duration 26.0 
 Start Row 2349, End Row 2453 
 Start Time 587.0, End Time 613.0"
Mean Values:
0.004214253511938028,0.005174324686117462,0.00016330089249470616,0.00015104531750836562,0.0005842028163805682,0.0008484107337004229,0.0031388088824333992,0.002337176507667466,-0.0006690557615842966,-0.00017335323985670763,0.0023337077191700802,0.0020257652871694706,0.0002887070312265896,0.0005359096818639335,0.0027543819084842004,0.003958517238095276,0.003365835677696446,0.00570012150365832,-1.430170741011673e-05,0.00012035801831372281,0.0023649381317150174,0.0030938501746672503,-0.00035176205767414745,8.562915469306762e-05,0.0015749746961458738,0.0027938843982077155,0.0012124639427934787,0.0032364329638707207,0.0010192513953158051,0.0005451000659479165,-0.0014634447989759483,-0.0003101162394863351,-0.0005886051164094872,-0.0002485179597761166,-0.0002719869641502398,-0.00016025705211009453,0.0005711040037517682,0.002640809705801204,0.0003216676147927404,0.0002440685246602342
"Size of mean values: (1, 40)"

"Time Range: 11:30:15 to 11:30:34, Duration 19.0 
 Start Row 2454, End Row 2530 
 Start Time 613.25, End Time 632.25"
Mean Values:
-0.0034049418193315985,-0.004499891698740021,-0.0006929981697498573,-0.00042047773095977686,-0.0008599488466253214,-0.0007473766071083205,-0.006144516644931159,-0.0035384259300583407,0.0009560102327391116,-0.00023144090087873882,-0.0010113221905232836,-0.0010311556761903133,0.0004151124051310966,5.242456305411957e-05,-0.002870243597238728,-0.003755948564889949,-0.005139663859417778,-0.008536743028289861,2.7880425522704906e-05,-6.3523535672878e-05,-0.0028645469130027814,-0.002972528786228034,2.5155321582329768e-05,-0.0008295934649424742,-0.0029697008088843,-0.0026937889125332997,-0.0032890420823038255,-0.007855810738915989,-0.0005190719440438486,-0.00039298711013175037,0.0016411983692572137,-6.35179309371959e-05,0.00018775991754336013,-0.001379647099704562,0.0008147860110210946,0.000390279923762802,-0.000829569196104813,-0.00482530208468671,4.9362993341664816e-05,-0.0001850375298958721
"Size of mean values: (1, 40)"

"Time Range: 11:30:35 to 11:30:54, Duration 19.0 
 Start Row 2531, End Row 2607 
 Start Time 632.5, End Time 651.5"
Mean Values:
