"Time Range: 18:43:54 to 18:44:24, Duration 30.0 
 Start Row 3622, End Row 3742 
 Start Time 905.25, End Time 935.25"
Std Values:
0.007103277985275828,0.0060519065824299716,0.01683649754034037,0.009191779884940682,0.00044297567443645056,0.00021734289344421125,0.007372699803186508,0.006259247801792141,0.006569842815158131,0.004500537303748106,0.007497890366787196,0.010128875287916301,0.0001995927236346197,0.0003874993920045654,0.0023311690863477663,0.0027664854099023807,0.0006729713134505924,0.0007779137896228391,0.0006448161266939341,0.0004260604472101236,0.006924714217825207,0.008690440513690058,0.00018066236990375682,0.0002306080900878533,1.462911374593481e-05,3.863703748338371e-05,0.00015499786533852851,0.0007053346463672302,0.0012207841611534928,0.0027432030194335156,0.00010261300995650089,0.00020783521789886905,0.0016964358363019587,0.006436565836739037,0.0005050650693258141,0.0011368698329456426,0.00423371561165389,0.008639413364330615,0.00140509682025491,0.002093472923524584
"Size of std_values: (1, 40)"

"Time Range: 18:44:24 to 18:44:48, Duration 24.0 
 Start Row 3743, End Row 3839 
 Start Time 935.5, End Time 959.5"
Std Values:
0.0011133251940371157,0.0011855541709402113,0.0016182612825067643,0.0025402299286821687,0.00030313861529694403,0.00016814773569660737,0.0006959430944122599,0.0004979082667567513,0.0022879963462507967,0.0019522150197830226,0.0011887029426937727,0.0014297371764585409,3.7398175279344685e-05,7.082100478801724e-05,0.0008515152947466633,0.0006103737529348932,0.00028695617659004006,0.0003044376448447645,0.00012962576991653693,0.00021051183280946647,0.0009167161814109736,0.0008981522031528844,9.945912628097645e-05,0.00011677454510138661,9.176548466807828e-06,2.781619963008969e-05,7.828355900375768e-05,0.00031951120766117794,0.0007522727462249864,0.0013236226180549575,8.438396804758457e-05,0.0001256086778381574,0.0006684827218014015,0.0028559172628972217,0.0002643677610455399,0.0007679218632410178,0.0012812647558663314,0.0020506167200096508,0.0005802906235953736,0.0008197917752525196
"Size of std_values: (1, 40)"

"Time Range: 18:44:48 to 18:45:09, Duration 21.0 
 Start Row 3840, End Row 3924 
 Start Time 959.75, End Time 980.75"
Std Values:
0.00047826568827306903,0.0003929324616733841,0.001796288407784829,0.0023287700948697527,0.00027472522933746284,0.0001046143746965084,0.001017061315183656,0.0006351039115683225,0.003621754495297558,0.003172505769058639,0.0007745620859475735,0.0012923940367861044,3.911461674147414e-05,9.003375765087755e-05,0.0009550133023125898,0.001036648752732683,0.00030414810163774045,0.00031433877270635143,0.000199203644138525,0.00010627388722142009,0.0011531183111363026,0.0018835452316077728,0.00010005629363698654,9.632616306341035e-05,1.0871241206760111e-05,3.517012276744074e-05,9.7589432645172e-05,0.0004022451857717589,0.0006127109912756301,0.0014271922779211445,9.344677971308446e-05,0.00010689068009031809,0.0005627723479755104,0.0022570795730952947,0.00024555365720402663,0.000571297453186909,0.0014967514296505145,0.0016351621418971274,0.0007754832307025119,0.0011221353857386515
"Size of std_values: (1, 40)"

"Time Range: 18:45:09 to 18:45:40, Duration 31.0 
 Start Row 3925, End Row 4049 
 Start Time 981.0, End Time 1012.0"
Std Values:
