"Time Range: 15:49:46 to 15:50:34, Duration 48.0 
 Start Row 3712, End Row 3904 
 Start Time 927.75, End Time 975.75"
Mean Values:
-0.1407120419318231,-0.17634449658171222,0.004803396038421122,0.014909401428655983,-0.008697047699463707,-0.004472319413784025,0.002113559341798185,-0.008895634548262997,-0.0012745884168058105,-0.0009299444053843175,-0.07024017716241705,-0.012180898529123364,-0.021442501505163324,-0.018699454894015564,-0.07520652967440765,-0.1348161750614193,-0.010608266310221619,-0.022356008919506048,-0.0351716245823723,-0.053895214591664686,-0.05067378232517308,-0.12891870478476752,-0.0030199990316669024,-0.013709457627949772,-0.003721474282347657,-0.008610248769286408,0.0015923662889400308,-0.00019602008913305894,0.008512124685186038,0.012589407075554906,-1.5637263534108506e-05,2.3214705384795467e-05,-0.03108268629641255,-0.22967431773049649,-0.00020207514446519465,0.002249398713393591,-0.0020546457496267195,-0.010612747415873168,0.03206948793254834,0.007053585685840609
"Size of mean_values: (1, 40)"

"Time Range: 15:50:34 to 15:51:18, Duration 44.0 
 Start Row 3905, End Row 4081 
 Start Time 976.0, End Time 1020.0"
Mean Values:
-0.14015575514100337,-0.17634542264630496,0.007999409178907067,0.018624540356944906,-0.008619103916795177,-0.004400907412755233,-0.011160279095669348,-0.021612277836837876,-0.0006574702651915136,-0.0008454442990143628,-0.08686808459528046,-0.030520696370473277,-0.020949579392092587,-0.020256754473787802,-0.07317190990461277,-0.13462921061688427,-0.010191982930824878,-0.022161142897785625,-0.034177601004887606,-0.05269686096963674,-0.046381181874530115,-0.1302017265396437,-0.003480592861489843,-0.01478836175736725,-0.004448025596339673,-0.010069444817005927,0.000757312137733946,-0.0023381530270159736,0.009011364226673809,0.012528497101099843,-1.619581189467009e-06,4.478614436916071e-05,0.04321893802460665,0.15264935701297788,0.0002944926884819878,0.004315668044789153,-0.0004166817974212868,-0.003027104629645201,0.027520009068098126,0.005417408270272358
"Size of mean_values: (1, 40)"

"Time Range: 15:51:18 to 15:51:48, Duration 30.0 
 Start Row 4082, End Row 4202 
 Start Time 1020.25, End Time 1050.25"
Mean Values:
-0.13804260947151054,-0.1725792325750748,0.007852330619427713,0.02000501269366837,-0.008721695964083424,-0.0044044489873602,-0.011510454547308629,-0.021972749367512808,-0.0006110277933733346,-0.000693813872268037,-0.08392470759545294,-0.02224762250934449,-0.021763199252247813,-0.020692917579701056,-0.0730375824230349,-0.13447540840087893,-0.009738371302029333,-0.02143154580082272,-0.03374267691715419,-0.05183971360873665,-0.0441823817259877,-0.12672944943787512,-0.0032184689857456435,-0.014338380137380723,-0.004426578726942833,-0.00996334938540906,0.0007358746342947702,-0.0023029781707687097,0.010047827755562965,0.014701590509418707,1.1532083951600889e-05,7.183315889392204e-05,0.048563862771834346,0.19641349616209558,0.0004094633832388106,0.0047176387550810165,-9.466556480281802e-05,-0.0008156082573257089,0.026694429312445655,0.0049869814370105195
"Size of mean_values: (1, 40)"

"Time Range: 15:51:48 to 15:52:31, Duration 43.0 
 Start Row 4203, End Row 4375 
 Start Time 1050.5, End Time 1093.5"
Mean Values:
-0.14770979917727253,-0.18277311033433508,-0.0014253959951941308,0.011059929964290607,-0.00908280307869565,-0.004619203355050669,-0.019239317294465277,-0.030090420911907265,-0.0011866020809215237,-0.0009547567794402969,-0.12190469914952108,-0.055508540441724985,-0.025443050200709257,-0.022301160439362783,-0.07288630201553033,-0.1328145398157822,-0.01039952925775374,-0.02241128574726652,-0.033441758656941656,-0.050963054571648736,-0.02366252767146249,-0.08902382165695316,-0.0032506355087053825,-0.013944999946471488,-0.004415368024148433,-0.009467047247919283,0.000648309745759119,-0.0020786374148825306,0.015746610643388823,0.023297919220532298,2.9641354133151134e-05,0.0001177204878714082,0.07786366816038881,0.4429427936141788,0.0011342414187371268,0.007529965201322194,0.0018199697165585784,0.009471206102861784,0.02368418896552456,0.004690080540602652
"Size of mean_values: (1, 40)"

"Time Range: 15:52:31 to 15:53:11, Duration 40.0 
 Start Row 4376, End Row 4536 
 Start Time 1093.75, End Time 1133.75"
Mean Values:
-0.14664656957322728,-0.1829137575380183,0.008257743614907059,0.01883070799429373,-0.009004785166563946,-0.004516044511642933,-0.013232975049422474,-0.02437491460049094,-0.001726365039577343,-0.0009342385421040322,-0.11321724646360867,-0.04866397621444821,-0.02652389406675879,-0.025239136224465934,-0.07624135781579273,-0.1401715033424594,-0.01027003408337161,-0.022313793116323737,-0.03202781241158734,-0.048970095870723124,-0.024282296324040702,-0.08659118397926316,-0.0027495081118477926,-0.012679395242368897,-0.003956998897077461,-0.008448834803739468,0.0005491497847075496,-0.0023057473719031636,0.014096169778413428,0.02024388959570647,5.7256296574843055e-05,0.00016764093621394354,0.0758341843830347,0.5131955278532231,0.0016128609533629596,0.009318278220557875,0.00261060857350127,0.012796619585791803,0.026891591213915433,0.007272747511406566
"Size of mean_values: (1, 40)"

"Time Range: 15:53:11 to 15:53:39, Duration 28.0 
 Start Row 4537, End Row 4649 
 Start Time 1134.0, End Time 1162.0"
Mean Values:
