"Time Range: 12:15:09 to 12:15:48, Duration 39.0 
 Start Row 2954, End Row 3110 
 Start Time 738.25, End Time 777.25"
Mean Values:
-0.0074894194621459515,-0.008389024673185414,0.009166794721571439,0.017921295493717588,-0.003949949730421864,-0.0035157136111067942,-0.047096940635603476,-0.015590658678731533,-0.04426970747585724,-0.01286944693558502,-0.009841476388118197,-0.02016211479300158,-0.00020342966208291942,5.160118843571384e-06,-0.00279296420991456,-0.01299846968776135,0.0013188626623893026,0.08629247601666866,0.0019886347558454435,0.0022369067277242453,-0.01403129492268355,-0.051139823485981124,5.3350210720793634e-05,-0.01088819827250664,-0.0006721284189019504,-0.00030014602621162266,0.0006550601238657584,-0.01238486609634724,0.011840438937718169,0.0016406925911702079,0.0012126035004171617,-0.0005937549840227031,-0.0062309698344885705,-0.012854431241390657,-0.0026046299738971233,-0.007421111576265115,-0.004594353099744619,-0.0026050803109925243,-0.00016093253324940839,-0.0022781087288619825
"Size of mean_values: (1, 40)"

"Time Range: 12:15:48 to 12:16:24, Duration 36.0 
 Start Row 3111, End Row 3255 
 Start Time 777.5, End Time 813.5"
Mean Values:
-0.009828885618086298,-0.009996250460164299,0.00867241490296497,0.016829679515551223,-0.001830881863434584,-0.0017509708616873713,-0.03990145972030278,-0.009636071519534661,-0.0448558720379515,-0.012939132990512369,-0.014425679934393545,-0.024724166862803404,-0.0003510983237927637,7.956263482155635e-05,-0.004993907169801802,-0.014248685860013176,0.0015399191955455926,0.08766311204886636,0.0018886531456090312,0.0021806462673073057,-0.011512901540979215,-0.04602312672170508,-0.000914635546984789,-0.0107544893473136,-0.0013163230318370732,-0.00028204880306955033,0.0006244910702945472,-0.01328885768950479,0.011684410713437711,0.0011426883201300043,0.0006328155703917647,-0.0006594948619326654,-0.006985582948684012,-0.01565988325511675,-0.00332275810686905,-0.008705623092664962,-0.004351798592877168,-0.003631548181437024,-3.8954230069236896e-05,-0.0016808685114374686
"Size of mean_values: (1, 40)"

