12:15:09 to 12:15:48, Duration 39.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:15:48 to 12:16:24, Duration 36.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:16:24 to 12:17:00, Duration 36.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:17:00 to 12:17:34, Duration 34.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:17:34 to 12:18:15, Duration 41.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:18:15 to 12:19:09, Duration 54.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:19:09 to 12:19:38, Duration 29.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:19:38 to 12:20:08, Duration 30.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:20:08 to 12:20:38, Duration 30.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:20:38 to 12:21:19, Duration 41.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:21:19 to 12:21:44, Duration 25.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:21:44 to 12:22:09, Duration 25.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

12:22:09 to 12:22:46, Duration 37.0
[[-5.68650409e-02 -4.18125823e-02  1.12223238e-02  2.26687607e-02
   4.50337668e-02  4.09233427e-02  2.14620376e-01  1.59563373e-01
   1.82251641e-02  1.85848144e-02  4.70312499e-03  4.08657920e-02
  -1.74085712e-03 -6.08831046e-04 -1.11467880e-03  1.02240958e-02
   4.59317293e-03 -5.55704817e-02 -3.63747907e-03 -1.49123241e-04
  -8.59067253e-02 -1.02215717e-01 -6.11404237e-04  7.66004924e-04
   6.72858789e-03  3.07265590e-03  1.59750922e-03  4.64315695e-03
  -4.49973913e-03 -3.42461054e-03 -2.52868976e-03 -8.25852975e-04
   8.21926524e-03  1.39572223e-02  1.80257282e-03  5.27819260e-03
  -4.36955246e-03 -3.64834492e-03 -1.45120323e-03  2.10260565e-03]]

