"Time Range: 14:57:15 to 14:57:45, Duration 30.0 
 Start Row 4100, End Row 4220 
 Start Time 1024.75, End Time 1054.75"
Mean Values:
0.006150350972116926,-0.054598282046345425,-0.006197213498302889,0.0012909601405726684,0.019563219831662867,-0.022028273567839325,0.02061337603006873,-0.007355693596465856,-0.0413142562523187,-0.025677804175266782,0.017667539752785875,0.03785389276000763,0.001638948535550728,0.0029899269705754173,0.0017608760277037316,-0.018532306794499517,0.006513184299428993,0.0113186046226223,0.0035967646033972563,0.007292407785375114,-0.005762778957164825,-0.012975628653832514,0.0004241066347395436,0.00224058860663076,0.00045952388833175276,0.0011600305900681702,-0.0003840955393088792,0.009674740890861585,0.006153858085121294,0.008299760769964826,0.00021399118099887465,0.00024835081378737326,-0.003947226314595191,-0.0005450435850851732,-5.70157897487188e-05,0.00043816874940225565,-0.012236952920907603,-0.00025704687330541467,-0.0007832074195570068,-9.87845495833099e-05
"Size of mean_values: (1, 40)"

"Time Range: 14:57:46 to 14:58:11, Duration 25.0 
 Start Row 4221, End Row 4321 
 Start Time 1055.0, End Time 1080.0"
Mean Values:
0.008195639592078578,-0.054809330964718926,-0.00481554189170612,0.0005472764986072904,0.019223189273396245,-0.023014325973078748,0.0207979915497099,-0.006150044056256308,-0.03918900426954268,-0.024526877108167047,0.01744103127133203,0.018081462994390674,0.0011799454791701898,0.0018370715468495626,0.00040082353659669033,-0.025180124636198377,0.0006569276457414009,0.0023207954003389383,0.0010685520571535733,0.0020936633334225057,-0.00600434093438307,-0.01580695551676855,-0.0002871958728504729,0.00033555110209288917,0.0003978516483157614,0.0008308392695171402,-0.0014052522674839196,0.004863893045607479,0.006918943591581838,0.008715684513985751,5.374867517683438e-05,5.163568746640372e-05,-0.005755065110241125,-0.005649193926570674,-0.00028516883820616824,-8.373427238514922e-05,-0.012816673597082414,-0.0012529035863812227,-0.0007983277893237108,-0.00021964299742472534
"Size of mean_values: (1, 40)"

"Time Range: 14:58:11 to 14:58:53, Duration 42.0 
 Start Row 4322, End Row 4490 
 Start Time 1080.25, End Time 1122.25"
Mean Values:
