"Time Range: 13:15:02 to 13:15:42, Duration 40.0 
 Start Row 3286, End Row 3446 
 Start Time 821.25, End Time 861.25"
Std Values:
0.0006090603039208503,0.0010401142267123182,0.0012074614948504817,0.002018615829647143,0.0005933887417039692,0.0002968794795042222,0.00225421839737693,0.0016430983161336886,0.002112915613364039,0.0014235267515476312,0.0012076954787821486,0.0029514074697710264,0.00023608017509103553,0.000302831955266092,0.0004237423079503032,0.0007106073552441138,0.00012987191315087796,0.0003699025860141723,0.00015136865705294916,0.00034213623083477864,0.0016461135090920934,0.0028224006726110646,9.675651354504893e-05,0.000261991183465446,0.00012136626722719628,0.0002045098145330843,1.8854007530996252e-05,5.998023297221515e-05,0.0016626481068115467,0.0021606436010778857,2.6601232243886403e-05,0.00010517365024492961,0.0004846551366092595,0.00216064485859999,0.0010150442898456864,0.0024951711676576647,0.002664617168577513,0.004074511758780572,0.00036533037549024575,0.000859571698163396
"Size of std values: (1, 40)"

"Time Range: 13:15:42 to 13:16:26, Duration 44.0 
 Start Row 3447, End Row 3623 
 Start Time 861.5, End Time 905.5"
Std Values:
0.00080784147000851,0.0013043954780436345,0.0012302287158957763,0.0012910314280628063,0.0008665572587643728,0.00043957509514986324,0.0032911568298495384,0.002466665023138866,0.000971096748488214,0.0008960180654448811,0.000614925134182604,0.0017971715295052816,0.00020239870734873344,0.00019407396520803382,0.0005378754762941887,0.0009265632498407498,0.00020910627924731722,0.0004536794153197717,0.00010737278530683829,0.00026225888052362615,0.0018914572378964242,0.00304436218148021,0.00012802653738530994,0.0003215085624327179,0.00010722697455826306,0.00015543070629566637,1.5387515660730746e-05,5.1730048142993404e-05,0.0016185492717216234,0.0016822328483879808,3.950209113280749e-05,0.0001345951867228778,0.0005058131668156977,0.001643065907696698,0.0010852616805669482,0.0026298444839609665,0.0018679243851384322,0.0025500690192169465,0.00018641229280939013,0.0005345760792021914
"Size of std values: (1, 40)"

"Time Range: 13:16:26 to 13:17:04, Duration 38.0 
 Start Row 3624, End Row 3776 
 Start Time 905.75, End Time 943.75"
Std Values:
0.0010103699901434307,0.001823017323540972,0.002152588063832173,0.0027148264606772824,0.0011236970932993215,0.0005718217311335822,0.003956360480225629,0.002243679644751018,0.0021854462346165403,0.0014406304242891024,0.001877073907105481,0.002942992216433726,0.0003328367746627259,0.0003268958412734374,0.0005362190665284456,0.0008130053617819356,0.0003006913680732398,0.0004829477423358398,0.00014366693098069136,0.0005814237675625929,0.00162314453918619,0.002596845183579714,0.0001391707426811777,0.00033011272653478467,0.00011298210308130121,0.00015552356296630524,1.833057732190895e-05,5.223804042683638e-05,0.005177895720219403,0.005657327949698205,3.9676681452059275e-05,0.00013399690587842964,0.0013874548843806334,0.00702669481703256,0.0010505194291849658,0.0057313406567652365,0.008534403496199933,0.012413663177098473,0.0003680012385935407,0.0007828031510737125
"Size of std values: (1, 40)"

"Time Range: 13:17:04 to 13:18:01, Duration 57.0 
 Start Row 3777, End Row 4005 
 Start Time 944.0, End Time 1001.0"
Std Values:
0.0004430370318843438,0.0006639842575348779,0.0007135433151183284,0.0010518877420519959,0.00040528879212264695,0.0002470041986603224,0.001973650963462312,0.0011754788566285287,0.0013485701001027396,0.0007594873698854937,0.0006321495228748187,0.0009586137788971905,0.0001371827136879438,0.00016130605458009717,0.0003452461485197605,0.0005593556261815917,0.00013401003123793148,0.00026309246296686003,9.64848025525198e-05,0.00023282919955575667,0.0009588371527648719,0.0017087114639275616,6.042692578127734e-05,0.0001695159948464382,6.763062834765153e-05,0.00011938651517484168,1.4532370644745153e-05,4.086371085503938e-05,0.001629255743487774,0.0022242963499602983,2.241521058311183e-05,7.937795159490538e-05,0.0004584792741053116,0.0024812807538554488,0.0007899894844987962,0.0027118174715534027,0.001953185711648316,0.00365413816452334,0.0002905240774822254,0.0005079581538828378
"Size of std values: (1, 40)"

"Time Range: 13:18:01 to 13:18:55, Duration 54.0 
 Start Row 4006, End Row 4222 
 Start Time 1001.25, End Time 1055.25"
Std Values:
0.0005663457355493371,0.001495167675543259,0.0028748783790634547,0.0037925776481307983,0.0006787646728758078,0.0005062060674840617,0.003791260414338101,0.00250979666691542,0.005217964743049094,0.0034120901607314165,0.00409324463657631,0.007543741310969609,0.0004040481117026368,0.00068534843778233,0.00041373512547195534,0.0007447805088545996,0.00021450484367825892,0.0007998847433753607,0.00026062103439701903,0.0005117945724421553,0.002176448542024262,0.003795946311338097,0.00011856781525966988,0.00028620250388018063,0.0001700582025709611,0.00035452648791279505,3.443155753965974e-05,0.0001252351900214382,0.0037256286344869503,0.003971716087220764,3.2329500884611865e-05,0.00011207215612080196,0.0020828694710319853,0.009913622347646481,0.0013064666559793054,0.009603034056392122,0.012189198809168135,0.020006295875834565,0.0016608578809260627,0.0024204493954536775
"Size of std values: (1, 40)"

"Time Range: 13:18:55 to 13:19:43, Duration 48.0 
 Start Row 4223, End Row 4415 
 Start Time 1055.5, End Time 1103.5"
Std Values:
0.0006620808838785619,0.001054172229887187,0.0037452841466308947,0.0036847772793900907,0.0005726840919671527,0.000278435999069584,0.0029752187158445472,0.0024128401616122395,0.002719061398314637,0.0015601432942958587,0.0028609874468423506,0.003155067590624873,0.00026766794371093646,0.00027611118441471657,0.00031295450484482024,0.0005186692138568175,0.000230856903240269,0.0005209901345831126,0.00013848163849940017,0.0002834717250143722,0.0019736546518745795,0.003210002537463126,7.750046927015289e-05,0.00018842007660622404,7.57905865997619e-05,0.00011255285702359962,1.4137491528352603e-05,4.4526046175732956e-05,0.004092590792907464,0.004287473254964809,3.829672904283823e-05,0.00011948372814642652,0.0013105434422365097,0.006205800881385287,0.0008138663488420145,0.004698328889994944,0.008316019640295042,0.012803436489854951,0.0007028669809299938,0.0013170059638707668
"Size of std values: (1, 40)"

"Time Range: 13:19:43 to 13:20:37, Duration 54.0 
 Start Row 4416, End Row 4632 
 Start Time 1103.75, End Time 1157.75"
Std Values:
0.0007865018992445582,0.001426035751926357,0.003690162185995382,0.0044744673306366875,0.0009316464013687088,0.00042976836712051365,0.004310962686012668,0.0031430818877669674,0.001930983190037435,0.001428161147069581,0.0015136759423171533,0.003021338279675989,0.0005785019909771102,0.0006602124049338513,0.0007009918003937131,0.0010886819410740743,0.00024817025276653104,0.0005957618124553928,0.00017054068018861854,0.0005026380541789491,0.003268917009734169,0.004629618738376583,0.00011982452276113742,0.000309321652952287,0.00015047865167968242,0.00021220243844182032,1.526467314485812e-05,5.225771162089711e-05,0.006776179084315292,0.006768832452473004,3.24507491435574e-05,0.00013278236937522826,0.0013831637550057183,0.006520918562154844,0.0009325028479760973,0.005154152404510831,0.008527075028543128,0.012563231175621322,0.0006407809092349804,0.0011045369782792345
"Size of std values: (1, 40)"

"Time Range: 13:20:37 to 13:21:13, Duration 36.0 
 Start Row 4633, End Row 4777 
 Start Time 1158.0, End Time 1194.0"
Std Values:
