"Time Range: 14:57:15 to 14:57:45, Duration 30.0 
 Start Row 3546, End Row 3666 
 Start Time 886.25, End Time 916.25"
Std Values:
0.006900892586048924,0.019057911745315192,0.007846259198464513,0.015093450743372403,0.007646453663266001,0.0051890368006745225,0.014269246742899607,0.008719879798478374,0.026562354614883252,0.012573841006181344,0.00547492401671034,0.03441938630044314,0.001002761040295102,0.0029681877213725517,0.0045446268311371135,0.02032654080790418,0.007481896961818157,0.016942869070120554,0.0033344442713444996,0.010103536040843153,0.004243143747262434,0.013574198973310542,0.0007520032988773867,0.0026564678897497375,8.666118554500067e-05,0.0005941913971683349,0.0028946455023255244,0.011684324673100788,0.000660446543459645,0.001522678874419314,0.00014096501046897378,0.0003007568311229545,0.003482086692745209,0.010566695104083226,0.0002856063610277173,0.0006836733120549942,0.0013456851894490748,0.0014219042980778776,0.0004109500440873314,0.00042183781044810245
"Size of std values: (1, 40)"

"Time Range: 14:57:46 to 14:58:11, Duration 25.0 
 Start Row 3667, End Row 3767 
 Start Time 916.5, End Time 941.5"
Std Values:
0.006851154311983203,0.008931669312978896,0.009851672437269301,0.014207484716144077,0.013566944098542592,0.01205478734742301,0.0150488153087718,0.015090913746804447,0.017885161129577137,0.0086126797138589,0.0076042541930427645,0.01421012675305961,0.0007429660687769038,0.0015352772254633093,0.0073661299233159895,0.011719423672997959,0.0036808651196845563,0.006839923064229624,0.0017807233666419483,0.004388914190018896,0.007626913436036112,0.014205422845065933,0.00027671891582924443,0.0009525527757503068,5.933921512995563e-05,0.00017607598134410137,0.001077970745160137,0.003946473965868746,0.0034383978414423647,0.005187300597889235,0.00017467963558539124,0.0004596059158323331,0.0017124013336155884,0.004458723994624267,0.0004160309019393412,0.0009679945189704377,0.002743713214790348,0.0037599133589592865,0.0015100596432702416,0.0014786186242489359
"Size of std values: (1, 40)"

"Time Range: 14:58:11 to 14:58:53, Duration 42.0 
 Start Row 3768, End Row 3936 
 Start Time 941.75, End Time 983.75"
Std Values:
0.005995550000021662,0.013249078481571983,0.004878893860390135,0.011913072365172424,0.010790714284303294,0.00957824116352705,0.017348713521651897,0.01590819159582274,0.025560045374818582,0.012240855558493269,0.008510227169348846,0.02821020270134633,0.000608495634440675,0.001982004197722632,0.003156107168421742,0.011598879995707561,0.007020755066762622,0.014746826011593236,0.003147083110660544,0.00875004745046322,0.0021050397211908587,0.006730523495636687,0.0005501996671670154,0.001938735854847744,8.591845239013303e-05,0.0004396234881101046,0.001836761016338946,0.007391621094928713,0.0017585591756525732,0.002992646945716919,0.0001161110016232367,0.0002803548130470557,0.0019419196539558618,0.006358718708241906,0.00017548712540316116,0.0004451917145441447,0.001182740346234953,0.0019460120929956637,0.0007172134865857881,0.000938291786822277
"Size of std values: (1, 40)"

"Time Range: 14:58:53 to 14:59:25, Duration 32.0 
 Start Row 3937, End Row 4065 
 Start Time 984.0, End Time 1016.0"
Std Values:
